"timestamp","temperature_type","temperature"
"20200101T0000","temperature_mean",1.4905287
"20200101T0000","temperature_min",0.4905287
"20200101T0000","temperature_max",3.4905287
"20200101T0100","temperature_mean",1.6905286
"20200101T0100","temperature_min",0.6905286
"20200101T0100","temperature_max",6.6905286
"20200101T0200","temperature_mean",1.4305286
"20200101T0200","temperature_min",0.4305286
"20200101T0200","temperature_max",2.4305286
"20200101T0300","temperature_mean",0.84052867
"20200101T0300","temperature_min",-3.15947133
"20200101T0300","temperature_max",2.84052867
"20200101T0400","temperature_mean",1.1605287
"20200101T0400","temperature_min",-0.8394713
"20200101T0400","temperature_max",5.1605287
"20200101T0500","temperature_mean",1.6805286
"20200101T0500","temperature_min",-2.3194714
"20200101T0500","temperature_max",6.6805286
"20200101T0600","temperature_mean",1.7005286
"20200101T0600","temperature_min",-2.2994714
"20200101T0600","temperature_max",2.7005286
"20200101T0700","temperature_mean",1.3005286
"20200101T0700","temperature_min",-0.6994714
"20200101T0700","temperature_max",2.3005286
"20200101T0800","temperature_mean",0.41052866
"20200101T0800","temperature_min",-0.58947134
"20200101T0800","temperature_max",5.41052866
"20200101T0900","temperature_mean",-0.30947134
"20200101T0900","temperature_min",-2.30947134
"20200101T0900","temperature_max",4.69052866
"20200101T1000","temperature_mean",1.1405287
"20200101T1000","temperature_min",-2.8594713
"20200101T1000","temperature_max",4.1405287
"20200101T1100","temperature_mean",3.4205287
"20200101T1100","temperature_min",2.4205287
"20200101T1100","temperature_max",5.4205287
"20200101T1200","temperature_mean",4.7305284
"20200101T1200","temperature_min",2.7305284
"20200101T1200","temperature_max",5.7305284
"20200101T1300","temperature_mean",5.7205286
"20200101T1300","temperature_min",2.7205286
"20200101T1300","temperature_max",10.7205286
"20200101T1400","temperature_mean",6.8105288
"20200101T1400","temperature_min",4.8105288
"20200101T1400","temperature_max",8.8105288
"20200101T1500","temperature_mean",6.9605284
"20200101T1500","temperature_min",1.9605284
"20200101T1500","temperature_max",8.9605284
"20200101T1600","temperature_mean",5.5505285
"20200101T1600","temperature_min",2.5505285
"20200101T1600","temperature_max",6.5505285
"20200101T1700","temperature_mean",4.1205287
"20200101T1700","temperature_min",2.1205287
"20200101T1700","temperature_max",5.1205287
"20200101T1800","temperature_mean",3.6005285
"20200101T1800","temperature_min",-1.3994715
"20200101T1800","temperature_max",6.6005285
"20200101T1900","temperature_mean",3.4205287
"20200101T1900","temperature_min",-1.5794713
"20200101T1900","temperature_max",8.4205287
"20200101T2000","temperature_mean",3.4905286
"20200101T2000","temperature_min",-1.5094714
"20200101T2000","temperature_max",6.4905286
"20200101T2100","temperature_mean",3.3605285
"20200101T2100","temperature_min",-1.6394715
"20200101T2100","temperature_max",4.3605285
"20200101T2200","temperature_mean",3.1505284
"20200101T2200","temperature_min",2.1505284
"20200101T2200","temperature_max",6.1505284
"20200101T2300","temperature_mean",2.9805286
"20200101T2300","temperature_min",-1.0194714
"20200101T2300","temperature_max",4.9805286
"20200102T0000","temperature_mean",3.0205286
"20200102T0000","temperature_min",0.0205286
"20200102T0000","temperature_max",8.0205286
"20200102T0100","temperature_mean",3.1205285
"20200102T0100","temperature_min",2.1205285
"20200102T0100","temperature_max",4.1205285
"20200102T0200","temperature_mean",3.1405284
"20200102T0200","temperature_min",0.1405284
"20200102T0200","temperature_max",4.1405284
"20200102T0300","temperature_mean",3.0605285
"20200102T0300","temperature_min",-0.9394715
"20200102T0300","temperature_max",8.0605285
"20200102T0400","temperature_mean",2.3805285
"20200102T0400","temperature_min",-1.6194715
"20200102T0400","temperature_max",3.3805285
"20200102T0500","temperature_mean",1.9805287
"20200102T0500","temperature_min",0.9805287
"20200102T0500","temperature_max",5.9805287
"20200102T0600","temperature_mean",2.1605287
"20200102T0600","temperature_min",0.1605287
"20200102T0600","temperature_max",3.1605287
"20200102T0700","temperature_mean",2.0205286
"20200102T0700","temperature_min",-1.9794714
"20200102T0700","temperature_max",6.0205286
"20200102T0800","temperature_mean",1.6105287
"20200102T0800","temperature_min",-2.3894713
"20200102T0800","temperature_max",2.6105287
"20200102T0900","temperature_mean",1.5605286
"20200102T0900","temperature_min",0.5605286
"20200102T0900","temperature_max",4.5605286
"20200102T1000","temperature_mean",2.4505286
"20200102T1000","temperature_min",-2.5494714
"20200102T1000","temperature_max",6.4505286
"20200102T1100","temperature_mean",3.6505284
"20200102T1100","temperature_min",0.6505284
"20200102T1100","temperature_max",8.6505284
"20200102T1200","temperature_mean",4.9105287
"20200102T1200","temperature_min",1.9105287
"20200102T1200","temperature_max",7.9105287
"20200102T1300","temperature_mean",6.4905286
"20200102T1300","temperature_min",2.4905286
"20200102T1300","temperature_max",10.4905286
"20200102T1400","temperature_mean",7.6505284
"20200102T1400","temperature_min",2.6505284
"20200102T1400","temperature_max",12.6505284
"20200102T1500","temperature_mean",8.090529
"20200102T1500","temperature_min",7.090529
"20200102T1500","temperature_max",13.090529
"20200102T1600","temperature_mean",7.9505286
"20200102T1600","temperature_min",2.9505286
"20200102T1600","temperature_max",10.9505286
"20200102T1700","temperature_mean",7.4405284
"20200102T1700","temperature_min",3.4405284
"20200102T1700","temperature_max",10.4405284
"20200102T1800","temperature_mean",6.6105285
"20200102T1800","temperature_min",2.6105285
"20200102T1800","temperature_max",10.6105285
"20200102T1900","temperature_mean",6.0005283
"20200102T1900","temperature_min",4.0005283
"20200102T1900","temperature_max",8.0005283
"20200102T2000","temperature_mean",4.4505286
"20200102T2000","temperature_min",0.4505286
"20200102T2000","temperature_max",5.4505286
"20200102T2100","temperature_mean",4.1405287
"20200102T2100","temperature_min",0.1405287
"20200102T2100","temperature_max",7.1405287
"20200102T2200","temperature_mean",4.8505287
"20200102T2200","temperature_min",-0.1494713
"20200102T2200","temperature_max",6.8505287
"20200102T2300","temperature_mean",4.000529
